sigma,trial_index,path_panel_seed,n_paths,strike,vanilla_estimate,vanilla_se,cv_estimate,cv_se,beta,payoff_correlation,geometric_exact
0.15,3,20260727,500000,105.0,2.4078679588950007,0.0063855687581997845,2.407806298979167,0.00016932846223657644,1.0379459792208632,0.9996483528291666,2.302527607409305
0.15,3,20260727,500000,110.0,1.0745602630950186,0.004274117652237444,1.0732994794846848,0.000159183237972804,1.056427457790044,0.9993062189923801,0.9988610652656825
0.15,4,20260728,500000,90.0,12.165833713834513,0.01152940572253842,12.164129317177323,0.00021556233746800925,1.013997691556664,0.9998252006203776,11.99014401697133
0.15,4,20260728,500000,95.0,8.029586902167788,0.01043448966426866,8.028726557176213,0.00019621855474313984,1.0189061745495613,0.9998231740003164,7.8739682989695385
0.15,4,20260728,500000,100.0,4.701462741333485,0.008605605644168393,4.702017213242652,0.0001804095697398927,1.0262963671765142,0.9997802271750453,4.569785546793221
0.15,4,20260728,500000,105.0,2.407452089353588,0.006381365287961766,2.408095069321757,0.00016892273136393874,1.0381481729687758,0.999649574998643,2.302527607409305
0.15,4,20260728,500000,110.0,1.0740819900317948,0.004267647694563335,1.07375627858916,0.00015916959729233183,1.0567758436370638,0.9993042323543858,0.9988610652656825
0.15,5,20260729,500000,90.0,12.15340900642489,0.011523919173162107,12.1640006032008,0.0002154339608867969,1.013982983768034,0.999825242477334,11.99014401697133
0.15,5,20260729,500000,95.0,8.019111116880218,0.010426219689186493,8.028642033307646,0.0001965813194177357,1.0188854384124553,0.9998222378253189,7.8739682989695385
0.15,5,20260729,500000,100.0,4.6954594006565635,0.008591754995672347,4.701966697769533,0.00018098528916003854,1.0262797470028249,0.9997781083426671,4.569785546793221
0.15,5,20260729,500000,105.0,2.403070742857684,0.006364510354668174,2.408168673235127,0.000169531763009667,1.0381548498663875,0.9996451709051859,2.302527607409305
0.15,5,20260729,500000,110.0,1.0677956320682687,0.004253612769006648,1.0737331098600362,0.0001593610245975598,1.0568068603060203,0.9992979455363473,0.9988610652656825
0.15,6,20260730,500000,90.0,12.166340526040274,0.011540281864376282,12.163946118335822,0.0002162902024517581,1.0140129048946922,0.9998243496539928,11.99014401697133
0.15,6,20260730,500000,95.0,8.028436841686258,0.010449770719528597,8.028608544694308,0.00019726940933002053,1.018894821018003,0.9998217971409445,7.8739682989695385
0.15,6,20260730,500000,100.0,4.7028800149961345,0.008620631546438719,4.701704704110755,0.00018114296833606364,1.0262919847341165,0.9997792082992589,4.569785546793221
0.15,6,20260730,500000,105.0,2.4109640604849263,0.006396392455213467,2.407937795901516,0.00016968672495350662,1.0381088936998004,0.999648057297136,2.302527607409305
0.15,6,20260730,500000,110.0,1.0775210871143115,0.00428518199725944,1.0735648806950921,0.00015970951393862805,1.0566651986488305,0.9993052254022955,0.9988610652656825
0.15,7,20260731,500000,90.0,12.163280758683651,0.011521039340091131,12.163650384046967,0.0002154918103026125,1.0139771214581719,0.999825061171661,11.99014401697133
0.15,7,20260731,500000,95.0,8.02759561055416,0.010424297182461023,8.02838139413994,0.00019637354952557802,1.0188680144449573,0.9998225479782701,7.8739682989695385
0.15,7,20260731,500000,100.0,4.69670291341712,0.00859847799245487,4.701825694925911,0.00018062316155367163,1.026240294174393,0.9997793410060152,4.569785546793221
0.15,7,20260731,500000,105.0,2.403324588099164,0.006374642986254148,2.407904186261837,0.00016906687534482646,1.0380989783534258,0.9996482357383929,2.302527607409305
0.15,7,20260731,500000,110.0,1.070956678135663,0.00426305906543074,1.073542661598628,0.0001587308542124703,1.0567493353430526,0.9993065732149528,0.9988610652656825
0.2,0,20260732,500000,90.0,12.612959203823738,0.014779328165165173,12.611197393819898,0.00035889286747855587,1.0212520193085077,0.9997051138926302,12.332965537661329
0.2,0,20260732,500000,95.0,8.83904346157194,0.013315187850861294,8.836397336640072,0.0003324490194242341,1.0271487434421147,0.9996882595053876,8.588558491925143
0.2,0,20260732,500000,100.0,5.786408619352722,0.011345023691777546,5.781565376242499,0.00031128216260820676,1.0350782897724997,0.9996235134888659,5.56550883134935
0.2,0,20260732,500000,105.0,3.5311532024875785,0.009130146765468273,3.5241097434063122,0.0002951533748445462,1.0461928816139767,0.9994773348978259,3.3423236618569656
0.2,0,20260732,500000,110.0,2.011461253587303,0.006967466328729723,2.0033930602571783,0.0002823704793012541,1.0616037177329372,0.9991784438245987,1.858679924392263
0.2,1,20260733,500000,90.0,12.651856610942419,0.014796801487433363,12.611266767836625,0.00036124520091343243,1.0214048699312481,0.9997019403344832,12.332965537661329
0.2,1,20260733,500000,95.0,8.873829661040201,0.013335667047223441,8.836518145555456,0.0003344545610225813,1.0273132201621402,0.9996854547940957,8.588558491925143
0.2,1,20260733,500000,100.0,5.815092124484609,0.011367227435538202,5.781640503623577,0.0003128127714068465,1.0353040667909732,0.9996212853530192,5.56550883134935
0.2,1,20260733,500000,105.0,3.5523185258090058,0.009151520660424073,3.524428816200613,0.00029624382015661175,1.0465131933067713,0.9994759220456985,3.3423236618569656
0.2,1,20260733,500000,110.0,2.0231923786576225,0.006987808066854784,2.0038767038633205,0.0002827276956302708,1.0621123535941512,0.9991811532635076,1.858679924392263
0.2,2,20260734,500000,90.0,12.577789647664469,0.014727649303336896,12.611085472617795,0.00035809604560627296,1.021207240630294,0.9997043578247217,12.332965537661329
0.2,2,20260734,500000,95.0,8.810399403791278,0.013252095471427305,8.8364177759057,0.0003317766055033717,1.027135456786484,0.9996865556252335,8.588558491925143
0.2,2,20260734,500000,100.0,5.761931979788869,0.011273438898119032,5.781623308264966,0.00031039391387038904,1.0351498694179035,0.999620889425272,5.56550883134935
0.2,2,20260734,500000,105.0,3.5101892022356607,0.009049765721298285,3.524547189706356,0.0002944437358073665,1.0464142754946666,0.9994705621925875,3.3423236618569656
0.2,2,20260734,500000,110.0,1.9914561293975301,0.006880417142362219,2.0040395508133733,0.0002811983358802906,1.0621748206187294,0.9991644981359277,1.858679924392263
0.2,3,20260735,500000,90.0,12.618553132501912,0.014771074189564833,12.61177545337127,0.00036151428084738653,1.0214307148228619,0.9997004551816853,12.332965537661329
0.2,3,20260735,500000,95.0,8.843031076107131,0.013307813575902269,8.837124745100736,0.00033477087741245017,1.0273545046860195,0.9996835386671712,8.588558491925143
0.2,3,20260735,500000,100.0,5.787745070994607,0.011339088606574859,5.78221534006995,0.00031317627148634434,1.035374109843163,0.999618517824463,5.56550883134935
0.2,3,20260735,500000,105.0,3.5314771045271276,0.009123356828376823,3.5249438781943465,0.000296807453019649,1.0466157270206238,0.9994706715414237,3.3423236618569656
0.2,3,20260735,500000,110.0,2.0114354271253854,0.006958507589472541,2.0041293661331787,0.0002828152288028749,1.0623058641470156,0.999173728380351,1.858679924392263
0.2,4,20260736,500000,90.0,12.628628971401858,0.014771927194844351,12.61119216611079,0.00036063331575835616,1.021351955679472,0.9997019479569461,12.332965537661329
0.2,4,20260736,500000,95.0,8.851352276135765,0.01331026119480371,8.836623027765306,0.0003343769820380657,1.027249555458379,0.9996843991726704,8.588558491925143
0.2,4,20260736,500000,100.0,5.793683842206605,0.01134279569704695,5.781837556116896,0.00031293741836708355,1.035224923770982,0.9996193485916404,5.56550883134935
0.2,4,20260736,500000,105.0,3.534632660787856,0.009128467820659162,3.524606213352134,0.00029690163038393767,1.0463963129535347,0.9994709285909316,3.3423236618569656
0.2,4,20260736,500000,110.0,2.0139116741636904,0.006963110020125592,2.0037682467081814,0.00028353459297260174,1.0619700315575447,0.9991706158494624,1.858679924392263
0.2,5,20260737,500000,90.0,12.60042260983882,0.014742301664608928,12.61124285961818,0.00035910958863197707,1.0212192527446464,0.9997032724586212,12.332965537661329
0.2,5,20260737,500000,95.0,8.826030568111184,0.013276909408371196,8.83637334246396,0.0003322971577263676,1.0271560808219424,0.9996867455124204,8.588558491925143
0.2,5,20260737,500000,100.0,5.77154549128783,0.011306626822903341,5.781746524184771,0.00031123473648602383,1.0351233270992777,0.9996210671087274,5.56550883134935
0.2,5,20260737,500000,105.0,3.51714828096403,0.009089835181004112,3.5242772722542175,0.0002948458217560967,1.0463291173186384,0.9994737862116397,3.3423236618569656
0.2,5,20260737,500000,110.0,1.9998226489805075,0.006924172220966973,2.0035099240981813,0.00028106428289960015,1.0619511074121044,0.9991758151868563,1.858679924392263
0.2,6,20260738,500000,90.0,12.610048289978936,0.014748444113549834,12.611062959704919,0.0003608175764999182,1.0213624837364197,0.9997006922517475,12.332965537661329
0.2,6,20260738,500000,95.0,8.833281728561328,0.013286183802938317,8.836573064540373,0.0003345740092868446,1.0272769183854278,0.999682880637179,8.588558491925143
0.2,6,20260738,500000,100.0,5.777015192492987,0.01131834294836397,5.781871942654805,0.0003132080759693886,1.0352796354541567,0.9996170400336566,5.56550883134935
0.2,6,20260738,500000,105.0,3.520014374805956,0.00910444018010222,3.5246792754979244,0.00029688215883125137,1.0465040705310167,0.9994682013829943,3.3423236618569656
0.2,6,20260738,500000,110.0,2.0013146425465416,0.006942466678810511,2.00400968430337,0.0002833833406148263,1.0621189559741235,0.9991665644072467,1.858679924392263
0.2,7,20260739,500000,90.0,12.599782214070828,0.014765269042393368,12.611452896796788,0.0003602845902492601,1.0213508438785786,0.999702255801216,12.332965537661329
0.2,7,20260739,500000,95.0,8.827083942767098,0.01329944495481443,8.836860007226296,0.0003339080229375662,1.0272575959828496,0.9996847717461016,8.588558491925143
0.2,7,20260739,500000,100.0,5.776484094622703,0.011327496228212646,5.781908174282381,0.00031253339998792173,1.035255036137842,0.999619304538074,5.56550883134935
0.2,7,20260739,500000,105.0,3.5259253479398436,0.009107852205819491,3.5243689168033927,0.0002961384642771413,1.0464960293333194,0.9994712595643926,3.3423236618569656
0.2,7,20260739,500000,110.0,2.00793066972157,0.006940107485464645,2.0037512318140007,0.00028242678083506323,1.062185133792501,0.9991716206192908,1.858679924392263
0.3,0,20260740,500000,90.0,13.969917723517066,0.020977684236557582,13.976481316982051,0.0007760032190107793,1.0386771678136586,0.9993155675214425,13.426427548190048
0.3,0,20260740,500000,95.0,10.695707476698004,0.019178065673382958,10.701585453422332,0.000736733640367841,1.0457740151126778,0.999261854937975,10.20185438722585
0.3,0,20260740,500000,100.0,7.967620034395266,0.017116691970792058,7.970633772135226,0.000703024540525552,1.0544349916295017,0.9991561707446861,7.521044831211036
0.3,0,20260740,500000,105.0,5.784987018172884,0.014934211618209776,5.782730336057319,0.0006765551108742769,1.0650422975144889,0.9989733208119764,5.382745035293228
0.3,0,20260740,500000,110.0,4.099837984354308,0.012769401414061344,4.093522975947747,0.0006553520814250667,1.0780381558607919,0.9986821543346897,3.7441307468427723
0.3,1,20260741,500000,90.0,13.96747995022967,0.020986962038246335,13.978822342143827,0.0007789465746359588,1.0389206329378182,0.9993109736350084,13.426427548190048
0.3,1,20260741,500000,95.0,10.694660843991626,0.019186790715021506,10.703404158539577,0.0007387500502071557,1.0460852425553795,0.9992584824696972,10.20185438722585
0.3,1,20260741,500000,100.0,7.969580850177538,0.01712297282632722,7.972859602050619,0.0007056206805032439,1.0547714014995393,0.99915054815073,7.521044831211036
0.3,1,20260741,500000,105.0,5.785823084088778,0.01494197313719891,5.784731929393847,0.0006788951249226996,1.0654447286441435,0.9989672771348079,5.382745035293228
0.3,1,20260741,500000,110.0,4.100845600102731,0.012777724345002593,4.095567931242825,0.0006573267145276711,1.0785124765459295,0.9986759232634452,3.7441307468427723
0.3,2,20260742,500000,90.0,13.970908001895525,0.02092192697011666,13.976301944734093,0.0007738028938940474,1.0385829456522302,0.999315811240394,13.426427548190048
0.3,2,20260742,500000,95.0,10.696598269803566,0.019117049783500213,10.701619386230549,0.0007352211273981763,1.0456889011331034,0.9992601819921372,10.20185438722585
0.3,2,20260742,500000,100.0,7.966999520852104,0.01704958350124235,7.971164469298404,0.0007023250206210876,1.054350100821235,0.9991512044581222,7.521044831211036
0.3,2,20260742,500000,105.0,5.779369701175856,0.014862877644111597,5.783525740192444,0.0006764886653502386,1.0649937382939083,0.9989636407005035,5.382745035293228
0.3,2,20260742,500000,110.0,4.087895269046483,0.0126949810876987,4.09465602486404,0.0006546481040400037,1.0780457611040786,0.9986695127271537,3.7441307468427723
0.3,3,20260743,500000,90.0,13.98109865836417,0.020924438533051412,13.976683914479787,0.0007706487205535869,1.0384635252511971,0.999321542494557,13.426427548190048
0.3,3,20260743,500000,95.0,10.704818588047598,0.019121077880426145,10.701584692566495,0.0007314330101014831,1.0455742328141604,0.9992680973219751,10.20185438722585
